V1(t) V2(t)
0 0
0 0
1e-14 0
1e-05 0
1.9e-05 0
2.71e-05 0
3.439e-05 0
4.0951e-05 0
4.68559e-05 0
5.21703e-05 0
5.69533e-05 0
5.1258e-05 0
4.61322e-05 0
4.15189e-05 0
3.7367e-05 0
3.36303e-05 0
3.02673e-05 0
2.72406e-05 0
2.45165e-05 0
2.20649e-05 0
1.98584e-05 0
1.78725e-05 0
1.60853e-05 0
2.44768e-05 0
3.20291e-05 0
3.88262e-05 0
4.49436e-05 0
5.04492e-05 0
5.54043e-05 0
5.98639e-05 0
6.38775e-05 0
6.74897e-05 0
6.07407e-05 0
5.46667e-05 0
4.92e-05 0
4.428e-05 0
3.9852e-05 0
3.58668e-05 0
3.22801e-05 0
2.90521e-05 0
2.61469e-05 0
2.35322e-05 0
3.1179e-05 0
3.80611e-05 0
4.4255e-05 0
4.98295e-05 0
5.48465e-05 0
5.93619e-05 0
6.34257e-05 0
6.70831e-05 0
7.03748e-05 0
6.33373e-05 0
5.70036e-05 0
5.13032e-05 0
4.61729e-05 0
4.15556e-05 0
3.74001e-05 0
3.36601e-05 0
3.0294e-05 0
2.72646e-05 0
2.45382e-05 0
2.20844e-05 0
2.98759e-05 0
3.68883e-05 0
4.31995e-05 0
4.88795e-05 0
5.39916e-05 0
5.85924e-05 0
6.27332e-05 0
6.64599e-05 0
6.98139e-05 0
6.28325e-05 0
5.65492e-05 0
5.08943e-05 0
4.58049e-05 0
4.12244e-05 0
3.7102e-05 0
3.33918e-05 0
3.00526e-05 0
2.70473e-05 0
2.43426e-05 0
2.19083e-05 0
1.97175e-05 0
2.77458e-05 0
3.49712e-05 0
4.14741e-05 0
4.73267e-05 0
5.2594e-05 0
5.73346e-05 0
6.16011e-05 0
6.5441e-05 0
6.88969e-05 0
6.20072e-05 0
5.58065e-05 0
5.02259e-05 0
4.52033e-05 0
4.06829e-05 0
3.66146e-05 0
3.29532e-05 0
2.96579e-05 0
