V1(t) V2(t)
0.261218 0.179186
0.247943 0.175191
0.235533 0.17101
0.223912 0.166689
0.213018 0.162267
0.20279 0.15778
0.193174 0.153256
0.184125 0.148722
0.175596 0.144198
0.167551 0.139704
0.159952 0.135255
0.152767 0.130864
0.145967 0.126542
0.139526 0.122298
0.133418 0.118139
0.127622 0.114071
0.122117 0.110099
0.14412 0.106771
0.175548 0.104717
0.204506 0.103981
0.231231 0.104371
0.255936 0.105719
0.278808 0.107878
0.300018 0.110717
0.319718 0.114123
0.338043 0.117999
0.355115 0.122256
0.371045 0.12682
0.385929 0.131625
0.399858 0.136614
0.41291 0.141737
0.425158 0.146953
0.436665 0.152224
0.44749 0.157519
0.457687 0.162811
0.467303 0.168076
0.476381 0.173296
0.48496 0.178453
0.493076 0.183535
0.482607 0.188441
0.452812 0.191922
0.425416 0.194038
0.400184 0.194979
0.376909 0.194917
0.355404 0.193999
0.335504 0.192357
0.317058 0.190104
0.299934 0.187341
0.284012 0.184156
0.269186 0.180625
0.255358 0.176815
0.242442 0.172784
0.230361 0.168583
0.219045 0.164255
0.208432 0.159839
0.198463 0.155367
0.189088 0.150868
0.180261 0.146364
0.17194 0.141878
0.164087 0.137425
0.156668 0.133022
0.149651 0.12868
0.143008 0.124409
0.136713 0.120218
0.130742 0.116113
0.125075 0.112101
0.119691 0.108185
0.141808 0.104913
0.173344 0.102915
0.202403 0.102235
0.229224 0.10268
0.254019 0.104083
0.276977 0.106295
0.298268 0.109187
0.318044 0.112646
0.336442 0.116571
0.353584 0.120878
0.369579 0.12549
0.384526 0.130342
0.398514 0.135377
0.411623 0.140545
0.423924 0.145804
0.435483 0.151117
0.446358 0.156453
0.456601 0.161784
0.466262 0.167087
0.475382 0.172344
0.484003 0.177537
0.492158 0.182653
0.481726 0.187592
0.451967 0.191106
0.424605 0.193252
0.399406 0.194224
0.376162 0.19419
0.354687 0.1933
0.334816 0.191684
0.316398 0.189457
0.2993 0.186719
0.283404 0.183558
0.268601 0.18005
0.254796 0.176262
0.241903 0.172253
0.229844 0.168072
0.218549 0.163764
0.207954 0.159367
0.198005 0.154914
0.188648 0.150432
0.179839 0.145945
0.171534 0.141475
0.163697 0.137038
0.156293 0.13265
0.149291 0.128322
0.142662 0.124065
0.136381 0.119888
0.130424 0.115796
0.124769 0.111796
0.119397 0.107892
0.141526 0.104631
0.173072 0.102644
0.202142 0.101975
0.228973 0.10243
0.253778 0.103843
0.276745 0.106064
0.298046 0.108965
0.317831 0.112433
0.336237 0.116367
0.353387 0.120682
0.36939 0.125301
0.384344 0.130161
0.39834 0.135203
0.411455 0.140378
0.423763 0.145643
0.435328 0.150963
0.446209 0.156304
0.456458 0.161641
0.466124 0.16695
0.47525 0.172212
0.483876 0.17741
0.492036 0.182532
0.481609 0.187475
0.451855 0.190993
0.424497 0.193144
0.399302 0.19412
0.376062 0.19409
0.354592 0.193204
0.334723 0.191592
0.316309 0.189369
0.299215 0.186634
0.283322 0.183476
0.268523 0.179971
0.254721 0.176187
0.241831 0.17218
0.229774 0.168003
0.218482 0.163698
0.20789 0.159303
0.197943 0.154852
0.188589 0.150372
0.179782 0.145888
0.171479 0.14142
0.163645 0.136986
0.156243 0.132599
0.149242 0.128273
0.142615 0.124019
0.136336 0.119843
0.13038 0.115753
0.124727 0.111755
0.119357 0.107852
0.141487 0.104593
0.173035 0.102608
0.202107 0.101939
0.22894 0.102397
0.253745 0.10381
0.276714 0.106033
0.298016 0.108935
0.317802 0.112404
0.336209 0.116339
0.35336 0.120655
0.369364 0.125276
0.38432 0.130136
0.398316 0.135179
0.411433 0.140355
0.423741 0.145622
0.435307 0.150942
0.446189 0.156284
0.456439 0.161622
0.466106 0.166932
0.475233 0.172194
0.483859 0.177393
0.49202 0.182515
0.481593 0.187459
0.451839 0.190978
0.424482 0.193129
0.399288 0.194106
0.376049 0.194077
0.354579 0.193191
0.334711 0.19158
0.316297 0.189357
0.299204 0.186623
0.283311 0.183465
0.268512 0.179961
0.254711 0.176176
0.241821 0.17217
0.229765 0.167993
0.218473 0.163688
0.207881 0.159294
0.197934 0.154844
0.188581 0.150364
0.179774 0.14588
0.171472 0.141413
0.163638 0.136978
0.156236 0.132592
0.149236 0.128267
0.142609 0.124012
0.13633 0.119837
0.130375 0.115747
0.124722 0.111749
0.119352 0.107847
0.141482 0.104588
0.17303 0.102603
0.202102 0.101935
0.228935 0.102392
0.253741 0.103806
0.27671 0.106029
0.298011 0.108931
0.317798 0.1124
0.336205 0.116335
0.353356 0.120651
0.36936 0.125272
0.384316 0.130133
0.398313 0.135176
0.411429 0.140352
0.423738 0.145619
0.435304 0.150939
0.446186 0.156281
0.456436 0.161619
0.466103 0.166929
0.47523 0.172192
0.483856 0.177391
0.492017 0.182513
0.481591 0.187457
0.451837 0.190976
0.42448 0.193127
0.399286 0.194104
0.376047 0.194075
0.354577 0.193189
0.334709 0.191578
0.316295 0.189355
0.299202 0.186621
0.283309 0.183464
0.268511 0.179959
0.254709 0.176175
0.24182 0.172169
0.229764 0.167992
0.218471 0.163687
0.20788 0.159293
0.197933 0.154843
0.18858 0.150363
0.179773 0.145879
0.171471 0.141412
0.163637 0.136977
0.156235 0.132591
0.149235 0.128266
0.142608 0.124011
0.136329 0.119836
0.130374 0.115746
0.124721 0.111748
0.119351 0.107846
0.141482 0.104587
0.17303 0.102602
0.202101 0.101934
0.228934 0.102391
0.25374 0.103805
0.276709 0.106028
0.298011 0.108931
0.317797 0.112399
0.336205 0.116335
0.353356 0.120651
0.36936 0.125272
0.384316 0.130132
0.398312 0.135175
0.411429 0.140352
0.423738 0.145618
0.435304 0.150939
0.446186 0.156281
0.456436 0.161619
0.466103 0.166929
0.47523 0.172191
0.483856 0.177391
0.492017 0.182513
0.481591 0.187457
0.451837 0.190976
