V1(t) V2(t)
0.206244 0.101493
0.219754 0.10169
0.232741 0.10214
0.24523 0.102822
0.257244 0.103717
0.268807 0.104808
0.27994 0.106078
0.290663 0.107513
0.300995 0.109098
0.310954 0.11082
0.320557 0.112666
0.329822 0.114625
0.338762 0.116685
0.347394 0.118837
0.355729 0.121071
0.363783 0.123377
0.371566 0.125749
0.379092 0.128177
0.38637 0.130655
0.393412 0.133177
0.400228 0.135736
0.406827 0.138325
0.413218 0.140941
0.41941 0.143577
0.425412 0.146229
0.43123 0.148893
0.436872 0.151565
0.442345 0.154242
0.447656 0.156919
0.452812 0.159593
0.457817 0.162263
0.462679 0.164924
0.467402 0.167575
0.471992 0.170213
0.476453 0.172837
0.480791 0.175444
0.485009 0.178032
0.489113 0.180601
0.493106 0.183148
0.494492 0.185673
0.478765 0.187932
0.463695 0.1898
0.449249 0.191306
0.435396 0.192475
0.422105 0.193332
0.40935 0.193901
0.397104 0.194202
0.385341 0.194256
0.374038 0.194082
0.363173 0.193698
0.352724 0.19312
0.342672 0.192363
0.332998 0.191443
0.323683 0.190373
0.314712 0.189165
0.306067 0.187832
0.297734 0.186385
0.289699 0.184835
0.281947 0.18319
0.274466 0.181461
0.267243 0.179655
0.260268 0.177781
0.253529 0.175846
0.247016 0.173857
0.240718 0.17182
0.234628 0.169742
0.228735 0.167628
0.223031 0.165483
0.217509 0.163313
0.21216 0.16112
0.206978 0.158911
0.201956 0.156688
0.197087 0.154455
0.192365 0.152216
0.187784 0.149974
0.183339 0.147731
0.179024 0.14549
0.174835 0.143253
0.170766 0.141024
0.166813 0.138803
0.162971 0.136593
0.159237 0.134395
0.155607 0.132211
0.152076 0.130043
0.148641 0.127891
0.145299 0.125758
0.142046 0.123643
0.13888 0.121548
0.135797 0.119475
0.132794 0.117423
0.129869 0.115393
0.127019 0.113386
0.124242 0.111403
0.121535 0.109444
0.121396 0.107509
0.138333 0.105841
0.154577 0.104564
0.170162 0.103648
0.185122 0.103068
0.199486 0.102799
0.213285 0.102815
0.226546 0.103097
0.239295 0.103622
0.251557 0.104372
0.263354 0.105328
0.27471 0.106473
0.285644 0.107792
0.296177 0.10927
0.306328 0.110893
0.316113 0.112647
0.325551 0.114521
0.334656 0.116503
0.343444 0.118583
0.351929 0.120751
0.360125 0.122997
0.368044 0.125313
0.375698 0.127691
0.3831 0.130123
0.390259 0.132602
0.397187 0.135122
0.403893 0.137678
0.410386 0.140262
0.416675 0.14287
0.42277 0.145498
0.428677 0.14814
0.434404 0.150792
0.439959 0.153451
0.445348 0.156113
0.450578 0.158775
0.455655 0.161433
0.460585 0.164085
0.465374 0.166729
0.470026 0.169361
0.474548 0.17198
0.478943 0.174584
0.483217 0.17717
0.487374 0.179738
0.491419 0.182286
0.495354 0.184812
0.496684 0.187314
0.480903 0.189551
0.465781 0.191397
0.451284 0.192881
0.437382 0.194028
0.424044 0.194863
0.411243 0.195409
0.398951 0.195688
0.387145 0.19572
0.3758 0.195523
0.364893 0.195116
0.354405 0.194516
0.344314 0.193737
0.334602 0.192795
0.325251 0.191703
0.316244 0.190473
0.307565 0.189119
0.299198 0.18765
0.29113 0.186079
0.283346 0.184413
0.275834 0.182663
0.268581 0.180836
0.261576 0.178942
0.254809 0.176987
0.248267 0.174978
0.241943 0.172922
0.235825 0.170824
0.229906 0.168691
0.224177 0.166527
0.21863 0.164338
0.213258 0.162127
0.208052 0.159899
0.203007 0.157658
0.198115 0.155408
0.193372 0.153152
0.18877 0.150892
0.184304 0.148632
0.179969 0.146375
0.175759 0.144122
0.171671 0.141876
0.167699 0.139639
0.163839 0.137413
0.160087 0.1352
0.156439 0.133002
0.15289 0.130818
0.149439 0.128652
0.14608 0.126504
0.142811 0.124375
0.139629 0.122267
0.136531 0.12018
0.133513 0.118114
0.130573 0.116071
0.127709 0.114052
0.124918 0.112056
0.122197 0.110084
0.122044 0.108137
0.138968 0.106457
0.155199 0.105168
0.170771 0.104241
0.185719 0.10365
0.200071 0.103368
0.213858 0.103374
0.227108 0.103645
0.239845 0.104159
0.252096 0.104899
0.263882 0.105845
0.275227 0.10698
0.286151 0.108289
0.296674 0.109758
0.306814 0.111371
0.31659 0.113116
0.326018 0.114981
0.335114 0.116954
0.343892 0.119025
0.352369 0.121184
0.360555 0.123421
0.368466 0.125729
0.376112 0.128099
0.383505 0.130523
0.390656 0.132995
0.397576 0.135507
0.404274 0.138055
0.41076 0.140632
0.417042 0.143233
0.423129 0.145853
0.429029 0.148488
0.434749 0.151134
0.440297 0.153786
0.445679 0.156441
0.450902 0.159097
0.455973 0.161749
0.460897 0.164395
0.465679 0.167032
0.470326 0.169658
0.474841 0.172271
0.479231 0.174869
0.483499 0.17745
0.487651 0.180013
0.491689 0.182555
0.495619 0.185075
0.496944 0.187573
0.481158 0.189805
0.466031 0.191646
0.451529 0.193125
0.437622 0.194267
0.424279 0.195097
0.411473 0.195639
0.399177 0.195913
0.387366 0.19594
0.376017 0.195739
0.365106 0.195328
0.354614 0.194724
0.344519 0.193941
0.334803 0.192994
0.325448 0.191898
0.316437 0.190665
0.307753 0.189307
0.299383 0.187835
0.291311 0.186259
0.283523 0.18459
0.276008 0.182836
0.268752 0.181007
0.261744 0.179109
0.254973 0.17715
0.248428 0.175138
0.2421 0.173079
0.23598 0.170978
0.230058 0.168842
0.224326 0.166675
0.218776 0.164483
0.2134 0.162269
0.208192 0.160039
0.203144 0.157795
0.19825 0.155542
0.193503 0.153283
0.188899 0.151021
0.18443 0.148758
0.180092 0.146498
0.175881 0.144243
0.17179 0.141995
0.167816 0.139756
0.163953 0.137528
0.160199 0.135312
0.156548 0.133111
0.152998 0.130926
0.149544 0.128758
0.146184 0.126607
0.142913 0.124477
0.139728 0.122366
0.136628 0.120277
