V1(t) V2(t)
0.250611 0.102327
0.262633 0.103246
0.274193 0.104369
0.285313 0.105678
0.296014 0.107157
0.306316 0.108791
0.316239 0.110565
0.325801 0.112468
0.335018 0.114485
0.343907 0.116606
0.352483 0.11882
0.36076 0.121117
0.368752 0.123487
0.376472 0.125923
0.383931 0.128415
0.391143 0.130957
0.398116 0.133542
0.404862 0.136163
0.411391 0.138813
0.417712 0.141489
0.423833 0.144183
0.429763 0.146893
0.435511 0.149612
0.441082 0.152338
0.446486 0.155066
0.451728 0.157793
0.456814 0.160516
0.461752 0.163232
0.466547 0.165937
0.471204 0.168631
0.475728 0.17131
0.480125 0.173972
0.4844 0.176615
0.488556 0.179239
0.492598 0.18184
0.496531 0.184419
0.500358 0.186973
0.484084 0.189501
0.46851 0.191603
0.453602 0.193309
0.439324 0.194648
0.425644 0.195649
0.412531 0.196336
0.399957 0.196733
0.387893 0.196863
0.376315 0.196746
0.365197 0.196403
0.354517 0.19585
0.344253 0.195107
0.334385 0.194188
0.324894 0.193108
0.31576 0.191881
0.306967 0.190521
0.298499 0.18904
0.29034 0.187448
0.282475 0.185757
0.274891 0.183976
0.267575 0.182115
0.260515 0.180182
0.253698 0.178185
0.247113 0.176132
0.240752 0.174029
0.234602 0.171882
0.228656 0.169699
0.222903 0.167484
0.217337 0.165243
0.211948 0.16298
0.20673 0.1607
0.201675 0.158406
0.196776 0.156104
0.192027 0.153795
0.187422 0.151484
0.182955 0.149173
0.17862 0.146865
0.174412 0.144563
0.170327 0.142269
0.166359 0.139984
0.162505 0.137712
0.158759 0.135454
0.155117 0.133211
0.151577 0.130985
0.148134 0.128777
0.144784 0.126588
0.141524 0.124421
0.138352 0.122274
0.135263 0.12015
0.132256 0.11805
0.129326 0.115973
0.126473 0.11392
0.123692 0.111893
0.120982 0.109891
0.118341 0.107915
0.135766 0.105965
0.152454 0.104442
0.168445 0.103313
0.183773 0.10255
0.198473 0.102123
0.212577 0.102008
0.226114 0.102179
0.239113 0.102614
0.251601 0.103292
0.263603 0.104192
0.275142 0.105297
0.286243 0.106588
0.296925 0.108049
0.307209 0.109665
0.317114 0.111423
0.326658 0.113308
0.335857 0.115309
0.344729 0.117414
0.353288 0.119612
0.361549 0.121893
0.369525 0.124249
0.377229 0.126669
0.384673 0.129147
0.391869 0.131674
0.398828 0.134245
0.40556 0.136852
0.412074 0.139489
0.418381 0.142151
0.424489 0.144832
0.430406 0.147529
0.43614 0.150236
0.441699 0.152949
0.44709 0.155665
0.45232 0.15838
0.457395 0.161092
0.462321 0.163796
0.467104 0.16649
0.47175 0.169173
0.476263 0.171841
0.480649 0.174493
0.484913 0.177126
0.489059 0.179739
0.493092 0.182331
0.497015 0.184899
0.500832 0.187444
0.484548 0.189963
0.468965 0.192055
0.454047 0.193752
0.439761 0.195083
0.426072 0.196075
0.41295 0.196753
0.400368 0.197142
0.388296 0.197264
0.376709 0.197139
0.365584 0.196788
0.354896 0.196228
0.344625 0.195477
0.334749 0.19455
0.32525 0.193463
0.31611 0.19223
0.30731 0.190863
0.298835 0.189374
0.290669 0.187776
0.282797 0.186078
0.275207 0.184291
0.267885 0.182424
0.260818 0.180484
0.253995 0.178481
0.247405 0.176422
0.241037 0.174313
0.234882 0.172161
0.22893 0.169973
0.223172 0.167752
0.2176 0.165506
0.212206 0.163237
0.206983 0.160952
0.201922 0.158654
0.197019 0.156346
0.192265 0.154032
0.187655 0.151716
0.183183 0.149401
0.178844 0.147089
0.174632 0.144782
0.170542 0.142483
0.16657 0.140195
0.162711 0.137918
0.158961 0.135656
0.155316 0.133409
0.151771 0.131179
0.148324 0.128967
0.14497 0.126775
0.141707 0.124603
0.138531 0.122453
0.135439 0.120326
