V1(t) V2(t)
0 0
0 0
4e-16 0
1.192e-15 0
2.36816e-15 0
3.9208e-15 0
2e-06 0
3.96e-06 0
5.8808e-06 0
7.76318e-06 0
9.60792e-06 0
1.14158e-05 0
1.31874e-05 0
1.49237e-05 0
1.66252e-05 0
1.82927e-05 0
1.99269e-05 0
2.15283e-05 0
2.30978e-05 0
2.46358e-05 0
2.61431e-05 0
2.76202e-05 0
2.90678e-05 0
3.04865e-05 0
3.18767e-05 0
3.32392e-05 0
3.45744e-05 0
3.58829e-05 0
3.71653e-05 0
3.8422e-05 0
3.96535e-05 0
4.08605e-05 0
4.20432e-05 0
4.32024e-05 0
4.43383e-05 0
4.54516e-05 0
4.65425e-05 0
4.76117e-05 0
4.86595e-05 0
4.96863e-05 0
5.06925e-05 0
5.16787e-05 0
5.26451e-05 0
5.35922e-05 0
5.45204e-05 0
5.543e-05 0
5.63214e-05 0
5.71949e-05 0
5.8051e-05 0
5.889e-05 0
5.97122e-05 0
5.8518e-05 0
5.73476e-05 0
5.62007e-05 0
5.50766e-05 0
5.39751e-05 0
5.28956e-05 0
5.18377e-05 0
5.08009e-05 0
4.97849e-05 0
4.87892e-05 0
4.78134e-05 0
4.68572e-05 0
4.592e-05 0
4.50016e-05 0
4.41016e-05 0
4.32196e-05 0
4.23552e-05 0
4.15081e-05 0
4.06779e-05 0
3.98643e-05 0
3.90671e-05 0
3.82857e-05 0
3.752e-05 0
3.67696e-05 0
3.60342e-05 0
3.53135e-05 0
3.46073e-05 0
3.39151e-05 0
3.32368e-05 0
3.25721e-05 0
3.19206e-05 0
3.12822e-05 0
3.06566e-05 0
3.00434e-05 0
2.94426e-05 0
2.88537e-05 0
2.82767e-05 0
2.77111e-05 0
2.71569e-05 0
2.66138e-05 0
2.60815e-05 0
2.55599e-05 0
2.50487e-05 0
2.45477e-05 0
2.40567e-05 0
2.35756e-05 0
2.31041e-05 0
2.2642e-05 0
2.21892e-05 0
2.17454e-05 0
2.13105e-05 0
2.08843e-05 0
2.04666e-05 0
2.00572e-05 0
1.96561e-05 0
1.9263e-05 0
2.08777e-05 0
2.24602e-05 0
2.4011e-05 0
2.55307e-05 0
2.70201e-05 0
2.84797e-05 0
2.99101e-05 0
3.13119e-05 0
3.26857e-05 0
3.4032e-05 0
3.53513e-05 0
3.66443e-05 0
3.79114e-05 0
3.91532e-05 0
4.03701e-05 0
4.15627e-05 0
4.27315e-05 0
4.38768e-05 0
4.49993e-05 0
4.60993e-05 0
4.71773e-05 0
4.82338e-05 0
4.92691e-05 0
5.02837e-05 0
5.12781e-05 0
5.22525e-05 0
5.32074e-05 0
5.41433e-05 0
5.50604e-05 0
5.59592e-05 0
