V1(t) V2(t)
3.83258e-05 2.49935
3.75669e-05 2.49936
3.6823e-05 2.49936
3.60939e-05 2.49937
3.53792e-05 2.49938
3.46786e-05 2.49938
3.39919e-05 2.49939
3.33188e-05 2.4994
3.26591e-05 2.4994
3.20124e-05 2.49941
3.13785e-05 2.49942
3.07571e-05 2.49943
3.01481e-05 2.49943
2.95511e-05 2.49944
2.8966e-05 2.49945
2.83924e-05 2.49945
2.78302e-05 2.49946
2.72791e-05 2.49947
2.67389e-05 2.49948
2.62095e-05 2.49948
2.56905e-05 2.49949
